Name,Age,Team,Seed Time,Performance Time,EVENT,EVENT_NUM,PLACE,GENDER,AGE_GROUP,DISTANCE,STROKE,DISTANCEXSTROKE,AGE_GROUPXGENDER,MEET,SWIM_TYPE,PCT_DROP_GAIN
Jude C,14,Haiti,2:38.07,2:24.77,Boys 13-14 200 LC Meter IM,69,6,Boys,13-14,200,IM,200IM,13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,8.413993800215085
Christon A,13,Bahamas,2:23.22,2:24.97,Boys 13-14 200 LC Meter IM,69,7,Boys,13-14,200,IM,200IM,13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-1.2218963831867058
Adlai,14,Jamaica,2:28.12,2:26.11,Boys 13-14 200 LC Meter IM,69,8,Boys,13-14,200,IM,200IM,13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,1.3570078314879765
Gideon D,14,Aruba,2:24.52,2:27.16,Boys 13-14 200 LC Meter IM,69,9,Boys,13-14,200,IM,200IM,13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-1.8267367838361377
Wolf,14,Aruba,2:29.15,2:30.77,Boys 13-14 200 LC Meter IM),69,1,Boys,13-14,200,IM),200IM),13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.0861548776399628
Damisio Jayden,14,Suriname,2:40.43,2:32.17,Boys 13-14 200 LC Meter IM),69,2,Boys,13-14,200,IM),200IM),13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,5.148662968272761
Zuri,17,Trinidad & Tobago,2:29.37,2:25.95,Girls 15-17 200 LC Meter IM,70,1,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.28961638883311
Sierrah,16,Cayman Islands-ZZ,2:29.10,2:26.77,Girls 15-17 200 LC Meter IM,70,2,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.5627095908785944
Elyse A,17,Bahamas,2:27.71,2:29.25,Girls 15-17 200 LC Meter IM,70,3,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.0425834405253485
Malia,15,Martinique,2:34.81,2:29.30,Girls 15-17 200 LC Meter IM,70,4,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,3.5592016019636916
Riley J,15,Cayman Islands-ZZ,2:30.88,2:29.54,Girls 15-17 200 LC Meter IM,70,5,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.8881230116649016
Jaiya,15,Barbados Swim Team,2:33.91,2:34.38,Girls 15-17 200 LC Meter IM,70,6,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.3053732700929107
Sayane,15,Martinique,2:34.85,2:34.84,Girls 15-17 200 LC Meter IM,70,7,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.006457862447523994
Sara,17,Grenada National Swim Team,2:36.09,2:38.19,Girls 15-17 200 LC Meter IM,70,8,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.3453776667307287
Elyse A,17,Bahamas,2:28.64,2:27.71,Girls 15-17 200 LC Meter IM,70,1,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,0.6256727664154861
Sierrah,16,Cayman Islands-ZZ,2:20.18,2:29.10,Girls 15-17 200 LC Meter IM,70,2,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-6.363247253531165
Zuri,17,Trinidad & Tobago,2:25.74,2:29.37,Girls 15-17 200 LC Meter IM,70,3,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-2.4907369287772716
Riley J,15,Cayman Islands-ZZ,2:30.47,2:30.88,Girls 15-17 200 LC Meter IM,70,4,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-0.2724795640326953
Jaiya,15,Barbados Swim Team,2:29.86,2:33.91,Girls 15-17 200 LC Meter IM,70,5,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-2.702522354197239
Malia,15,Martinique,2:34.83,2:34.81,Girls 15-17 200 LC Meter IM,70,6,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,0.01291739327002636
Sayane,15,Martinique,2:35.62,2:34.85,Girls 15-17 200 LC Meter IM,70,7,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,0.49479501349441607
Sara,17,Grenada National Swim Team,2:32.49,2:36.09,Girls 15-17 200 LC Meter IM,70,8,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-2.3608105449537637
Katherine,15,Bermuda Swim Team,2:38.01,2:38.24,Girls 15-17 200 LC Meter IM,70,9,Girls,15-17,200,IM,200IM,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-0.14556040756915273
Toria,15,Barbados Swim Team,2:38.51,2:38.28,Girls 15-17 200 LC Meter IM),70,1,Girls,15-17,200,IM),200IM),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.14510125544129066
Lelah E,15,Bahamas,2:36.20,2:38.44,Girls 15-17 200 LC Meter IM),70,2,Girls,15-17,200,IM),200IM),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.434058898847637
Sasha S,16,Virgin Islands Swimming,2:36.63,2:39.84,Girls 15-17 200 LC Meter IM),70,3,Girls,15-17,200,IM),200IM),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-2.049415820724004
Davia K,16,Belize Aquatics Federation-ZZ,2:36.03,2:40.79,Girls 15-17 200 LC Meter IM),70,4,Girls,15-17,200,IM),200IM),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-3.0506953790937583
Genisis,15,Aruba,2:39.27,2:42.50,Girls 15-17 200 LC Meter IM),70,5,Girls,15-17,200,IM),200IM),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-2.028002762604376
Aimee,15,Trinidad & Tobago,2:37.85,2:44.98,Girls 15-17 200 LC Meter IM),70,6,Girls,15-17,200,IM),200IM),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-4.516946468165978
Adaya,17,Sint Maarten,2:49.03,2:46.35,Girls 15-17 200 LC Meter IM),70,7,Girls,15-17,200,IM),200IM),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.5855173637815814
Gabriella,15,Aruba,2:51.65,2:47.47,Girls 15-17 200 LC Meter IM),70,8,Girls,15-17,200,IM),200IM),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.4351878823186754
Liam,16,Trinidad & Tobago,2:13.33,2:05.67,Boys 15-17 200 LC Meter IM,71,1,Boys,15-17,200,IM,200IM,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,5.745143628590722
Inald M,17,Aruba,2:13.70,2:11.83,Boys 15-17 200 LC Meter IM,71,2,Boys,15-17,200,IM,200IM,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.398653702318606
Zachary,17,Trinidad & Tobago,2:15.06,2:11.94,Boys 15-17 200 LC Meter IM,71,3,Boys,15-17,200,IM,200IM,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.3100844069302564
Kaeden,17,Virgin Islands Swimming,2:12.67,2:12.06,Boys 15-17 200 LC Meter IM,71,4,Boys,15-17,200,IM,200IM,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.45978744252655857
Dominic W,17,Cayman Islands-ZZ,2:15.08,2:13.05,Boys 15-17 200 LC Meter IM,71,5,Boys,15-17,200,IM,200IM,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.5028131477642885
Christian V,16,Haiti,2:15.68,2:16.07,Boys 15-17 200 LC Meter IM,71,6,Boys,15-17,200,IM,200IM,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.28744103773583896
Daryan,16,Virgin Islands Swimming,2:15.90,2:17.49,Boys 15-17 200 LC Meter IM,71,7,Boys,15-17,200,IM,200IM,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.1699779249448148
Kaeden,17,Virgin Islands Swimming,2:13.03,2:12.67,Boys 15-17 200 LC Meter IM,71,1,Boys,15-17,200,IM,200IM,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,0.2706156506051369
Liam,16,Trinidad & Tobago,2:06.71,2:13.33,Boys 15-17 200 LC Meter IM,71,2,Boys,15-17,200,IM,200IM,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-5.224528450793165
Inald M,17,Aruba,2:12.92,2:13.70,Boys 15-17 200 LC Meter IM,71,3,Boys,15-17,200,IM,200IM,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-0.5868191393319299
Zachary,17,Trinidad & Tobago,2:12.63,2:15.06,Boys 15-17 200 LC Meter IM,71,4,Boys,15-17,200,IM,200IM,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-1.8321646686270128
Dominic W,17,Cayman Islands-ZZ,2:13.37,2:15.08,Boys 15-17 200 LC Meter IM),71,1,Boys,15-17,200,IM),200IM),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.2821474094624037
Christian V,16,Haiti,2:15.78,2:15.68,Boys 15-17 200 LC Meter IM),71,2,Boys,15-17,200,IM),200IM),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.07364854912357809
Caden A,17,Bahamas,2:14.01,2:15.71,Boys 15-17 200 LC Meter IM),71,3,Boys,15-17,200,IM),200IM),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.2685620476084003
Daryan,16,Virgin Islands Swimming,2:18.97,2:15.90,Boys 15-17 200 LC Meter IM),71,4,Boys,15-17,200,IM),200IM),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.2091098798301743
Lucas,16,Martinique,2:17.32,2:18.92,Boys 15-17 200 LC Meter IM),71,5,Boys,15-17,200,IM),200IM),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.1651616661811992
Noah,17,Jamaica,2:18.45,2:19.08,Boys 15-17 200 LC Meter IM),71,6,Boys,15-17,200,IM),200IM),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.45503791982664893
Luis-Mario,16,Aruba,2:22.10,2:19.14,Boys 15-17 200 LC Meter IM),71,7,Boys,15-17,200,IM),200IM),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.083040112596769
Ayrton G,17,Bahamas,2:22.15,2:19.18,Boys 15-17 200 LC Meter IM),71,8,Boys,15-17,200,IM),200IM),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.089342244108335
Connor,15,Bermuda Swim Team,2:18.25,2:22.31,Boys 15-17 200 LC Meter IM),71,9,Boys,15-17,200,IM),200IM),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-2.936708860759495
Waldon,16,Jamaica,2:22.29,2:23.05,Boys 15-17 200 LC Meter IM),71,10,Boys,15-17,200,IM),200IM),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.5341204582191436
Luke,15,Cayman Islands-ZZ,2:23.31,2:23.71,Boys 15-17 200 LC Meter IM),71,11,Boys,15-17,200,IM),200IM),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.2791152048007855
Alexandre,17,Martinique,2:22.34,2:25.56,Boys 15-17 200 LC Meter IM),71,12,Boys,15-17,200,IM),200IM),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-2.262189124631164
Jai,16,Antigua Barbuda National Team,2:27.97,2:28.30,Boys 15-17 200 LC Meter IM),71,13,Boys,15-17,200,IM),200IM),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.22301817936068968
Koen,15,Bonaire,2:29.65,2:28.41,Boys 15-17 200 LC Meter IM),71,14,Boys,15-17,200,IM),200IM),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.8286000668225921
Isabella I,11,Bahamas,37.15,36.39,Girls 11-12 50 LC Meter Breaststroke,72,1,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.0457604306864012
Zalayhar,12,Trinidad & Tobago,37.39,36.65,Girls 11-12 50 LC Meter Breaststroke,72,2,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.9791388071676974
Emanuelle,12,Jamaica,37.71,37.12,Girls 11-12 50 LC Meter Breaststroke,72,3,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.5645717316361798
Sienna H,12,Bahamas,38.79,37.46,Girls 11-12 50 LC Meter Breaststroke,72,4,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,3.4287187419437952
Charli,12,Jamaica,37.50,37.75,Girls 11-12 50 LC Meter Breaststroke,72,5,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.6666666666666667
Elea,12,Team Guadeloupe,38.18,37.80,Girls 11-12 50 LC Meter Breaststroke,72,6,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.9952854897852346
Alyssa,12,Suriname,38.16,38.02,Girls 11-12 50 LC Meter Breaststroke,72,7,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.3668763102725196
Shaziah,12,Trinidad & Tobago,39.99,39.22,Girls 11-12 50 LC Meter Breaststroke,72,8,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.9254813703425935
Isabella I,11,Bahamas,38.74,37.15,Girls 11-12 50 LC Meter Breaststroke,72,1,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,4.104284976768207
Zalayhar,12,Trinidad & Tobago,36.92,37.39,Girls 11-12 50 LC Meter Breaststroke,72,2,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-1.2730227518959882
Charli,12,Jamaica,38.33,37.50,Girls 11-12 50 LC Meter Breaststroke,72,3,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,2.1654056874510785
Emanuelle,12,Jamaica,37.80,37.71,Girls 11-12 50 LC Meter Breaststroke,72,4,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,0.23809523809522837
Alyssa,12,Suriname,40.35,38.16,Girls 11-12 50 LC Meter Breaststroke,72,5,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,5.427509293680309
Elea,12,Team Guadeloupe,38.07,38.18,Girls 11-12 50 LC Meter Breaststroke,72,6,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-0.28894142369319525
Sienna H,12,Bahamas,38.33,38.79,Girls 11-12 50 LC Meter Breaststroke,72,7,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-1.2001043569006025
Kaija,12,Barbados Swim Team,37.44,38.84,Girls 11-12 50 LC Meter Breaststroke,72,8,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-3.7393162393162545
Shaziah,12,Trinidad & Tobago,39.96,39.99,Girls 11-12 50 LC Meter Breaststroke,72,9,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-0.07507507507507792
Emma,12,Martinique,40.82,40.53,Girls 11-12 50 LC Meter Breaststroke,72,10,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,0.71043606075453
Chelsy,11,Suriname,45.99,40.83,Girls 11-12 50 LC Meter Breaststroke,72,11,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,11.219830397912597
Jayla-Marie,12,Barbados Swim Team,42.58,41.41,Girls 11-12 50 LC Meter Breaststroke,72,12,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,2.7477689055894827
Lois,12,Sint Maarten,44.37,42.06,Girls 11-12 50 LC Meter Breaststroke,72,13,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,5.206220419202153
Belle,12,St Vincent Swim Team,40.36,42.13,Girls 11-12 50 LC Meter Breaststroke,72,14,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-4.385530227948472
Addison,12,Jamaica,40.75,42.14,Girls 11-12 50 LC Meter Breaststroke,72,15,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-3.4110429447852773
Zahara M,11,Trinidad & Tobago,41.11,42.18,Girls 11-12 50 LC Meter Breaststroke,72,16,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-2.602773047920215
Olivia,12,Cayman Islands-ZZ,41.92,42.35,Girls 11-12 50 LC Meter Breaststroke,72,17,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-1.0257633587786252
Alyssa,11,Antigua Barbuda National Team,43.38,42.88,Girls 11-12 50 LC Meter Breaststroke,72,18,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,1.152604887044721
Claira,12,Suriname,54.06,42.93,Girls 11-12 50 LC Meter Breaststroke,72,19,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,20.588235294117652
Angeliner Glen,11,Grenada National Swim Team,42.67,44.00,Girls 11-12 50 LC Meter Breaststroke,72,20,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-3.1169439887508745
Willow,12,Antigua Barbuda National Team,47.45,46.26,Girls 11-12 50 LC Meter Breaststroke,72,21,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,2.5079030558482716
Elise C,12,Aruba,49.54,46.65,Girls 11-12 50 LC Meter Breaststroke,72,22,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,5.833669761808641
Anaiah,12,Turks And Caicos Islands,47.20,47.04,Girls 11-12 50 LC Meter Breaststroke,72,23,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,0.33898305084746544
Layla,12,Cayman Islands-ZZ,45.75,47.67,Girls 11-12 50 LC Meter Breaststroke,72,24,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-4.196721311475414
Kahde,12,Anguilla,54.46,47.97,Girls 11-12 50 LC Meter Breaststroke,72,25,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,11.917003305178115
Annabella,11,Turks And Caicos Islands,52.71,48.48,Girls 11-12 50 LC Meter Breaststroke,72,26,Girls,11-12,50,Breaststroke,50Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,8.025042686397276
Leandro,12,Aruba,33.70,33.76,Boys 11-12 50 LC Meter Breaststroke,73,1,Boys,11-12,50,Breaststroke,50Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.17804154302669187
Kione,12,St Vincent Swim Team,34.71,34.22,Boys 11-12 50 LC Meter Breaststroke,73,2,Boys,11-12,50,Breaststroke,50Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.4116969173149005
Caghry,12,St Vincent Swim Team,34.73,34.67,Boys 11-12 50 LC Meter Breaststroke,73,3,Boys,11-12,50,Breaststroke,50Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.17276130146845717
Zayron G,12,Aruba,36.08,34.76,Boys 11-12 50 LC Meter Breaststroke,73,4,Boys,11-12,50,Breaststroke,50Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,3.6585365853658547
Joel,12,Jamaica,35.90,35.31,Boys 11-12 50 LC Meter Breaststroke,73,5,Boys,11-12,50,Breaststroke,50Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.643454038997204
Azaiah,11,Sint Maarten,37.67,36.87,Boys 11-12 50 LC Meter Breaststroke,73,6,Boys,11-12,50,Breaststroke,50Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.1237058667374678
Khristian,12,Trinidad & Tobago,37.80,38.02,Boys 11-12 50 LC Meter Breaststroke,73,7,Boys,11-12,50,Breaststroke,50Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.5820105820105979
Ethan,11,Grenada National Swim Team,38.23,38.37,Boys 11-12 50 LC Meter Breaststroke,73,8,Boys,11-12,50,Breaststroke,50Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.36620455139942604
Leandro,12,Aruba,33.82,33.70,Boys 11-12 50 LC Meter Breaststroke,73,1,Boys,11-12,50,Breaststroke,50Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,0.35481963335303796
Kione,12,St Vincent Swim Team,35.21,34.71,Boys 11-12 50 LC Meter Breaststroke,73,2,Boys,11-12,50,Breaststroke,50Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,1.4200511218403862
Caghry,12,St Vincent Swim Team,36.32,34.73,Boys 11-12 50 LC Meter Breaststroke,73,3,Boys,11-12,50,Breaststroke,50Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,4.3777533039647665
Joel,12,Jamaica,35.91,35.90,Boys 11-12 50 LC Meter Breaststroke,73,4,Boys,11-12,50,Breaststroke,50Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,0.027847396268443365
Zayron G,12,Aruba,37.35,36.08,Boys 11-12 50 LC Meter Breaststroke,73,5,Boys,11-12,50,Breaststroke,50Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,3.4002677376171437
Azaiah,11,Sint Maarten,39.89,37.67,Boys 11-12 50 LC Meter Breaststroke,73,6,Boys,11-12,50,Breaststroke,50Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,5.565304587615941
Khristian,12,Trinidad & Tobago,38.43,37.80,Boys 11-12 50 LC Meter Breaststroke,73,7,Boys,11-12,50,Breaststroke,50Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,1.6393442622950887
