Name,Age,Team,Seed Time,Performance Time,EVENT,EVENT_NUM,PLACE,GENDER,AGE_GROUP,DISTANCE,STROKE,DISTANCEXSTROKE,AGE_GROUPXGENDER,MEET,SWIM_TYPE,PCT_DROP_GAIN
Reagan,13,Virgin Islands Swimming,9:38.89,9:22.27,Girls 13-14 800 LC Meter Freestyle,1,1,Girls,13-14,800,Freestyle,800Freestyle,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.871011763892968
Marena,13,Trinidad & Tobago,9:46.17,9:49.52,Girls 13-14 800 LC Meter Freestyle,1,2,Girls,13-14,800,Freestyle,800Freestyle,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.5715065595305155
Zara,13,Trinidad & Tobago,9:54.23,9:53.57,Girls 13-14 800 LC Meter Freestyle,1,3,Girls,13-14,800,Freestyle,800Freestyle,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.11106810494252531
Dndn F,14,Bahamas,10:03.47,10:02.06,Girls 13-14 800 LC Meter Freestyle,1,4,Girls,13-14,800,Freestyle,800Freestyle,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.2336487315028223
Lailah,13,Barbados Swim Team,10:46.29,10:14.26,Girls 13-14 800 LC Meter Freestyle,1,5,Girls,13-14,800,Freestyle,800Freestyle,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,4.955979513840532
Siann E,14,Bahamas,10:17.63,10:23.42,Girls 13-14 800 LC Meter Freestyle,1,6,Girls,13-14,800,Freestyle,800Freestyle,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.9374544630280207
Lisa,14,Virgin Islands Swimming,10:21.66,10:25.31,Girls 13-14 800 LC Meter Freestyle,1,7,Girls,13-14,800,Freestyle,800Freestyle,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.5871376636746739
Emma,13,Aruba,10:37.59,10:26.42,Girls 13-14 800 LC Meter Freestyle,1,8,Girls,13-14,800,Freestyle,800Freestyle,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.7519095343402613
Naomi,14,Barbados Swim Team,10:16.41,10:29.45,Girls 13-14 800 LC Meter Freestyle,1,9,Girls,13-14,800,Freestyle,800Freestyle,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-2.1154750896319134
Anna,13,Cayman Islands-ZZ,10:20.69,10:36.39,Girls 13-14 800 LC Meter Freestyle,1,10,Girls,13-14,800,Freestyle,800Freestyle,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-2.5294430391983003
Cassidy A,14,Cayman Islands-ZZ,10:09.61,11:04.57,Girls 13-14 800 LC Meter Freestyle,1,11,Girls,13-14,800,Freestyle,800Freestyle,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-9.01560013779302
Heidi,15,Barbados Swim Team,9:11.81,9:18.93,Girls 15-17 800 LC Meter Freestyle,1,1,Girls,15-17,800,Freestyle,800Freestyle,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.2902991971874387
Tilly,17,Grenada National Swim Team,9:41.41,9:32.10,Girls 15-17 800 LC Meter Freestyle,1,2,Girls,15-17,800,Freestyle,800Freestyle,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.6012796477528672
Madison,16,Antigua Barbuda National Team,9:34.20,9:35.47,Girls 15-17 800 LC Meter Freestyle,1,3,Girls,15-17,800,Freestyle,800Freestyle,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.22117729014280418
Riley J,15,Cayman Islands-ZZ,9:42.08,9:40.68,Girls 15-17 800 LC Meter Freestyle,1,4,Girls,15-17,800,Freestyle,800Freestyle,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.24051676745466102
Maylis,15,Martinique,9:56.56,9:44.53,Girls 15-17 800 LC Meter Freestyle,1,5,Girls,15-17,800,Freestyle,800Freestyle,15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.0165616199544005
Ludyvia,15,Martinique,9:51.42,9:50.80,Girls 15-17 800 LC Meter Freestyle),1,1,Girls,15-17,800,Freestyle),800Freestyle),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.10483243718508076
Emeline,16,Team Guadeloupe,9:58.36,9:57.35,Girls 15-17 800 LC Meter Freestyle),1,2,Girls,15-17,800,Freestyle),800Freestyle),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.1687947055284429
Isabella,15,Barbados Swim Team,9:57.72,9:59.71,Girls 15-17 800 LC Meter Freestyle),1,3,Girls,15-17,800,Freestyle),800Freestyle),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.3329318075353023
Keryn,16,Trinidad & Tobago,10:21.21,10:00.54,Girls 15-17 800 LC Meter Freestyle),1,4,Girls,15-17,800,Freestyle),800Freestyle),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,3.3273772154344057
Elle A,17,Bahamas,10:09.78,10:08.68,Girls 15-17 800 LC Meter Freestyle),1,5,Girls,15-17,800,Freestyle),800Freestyle),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.1803929285972027
Lelah E,15,Bahamas,10:06.88,10:11.08,Girls 15-17 800 LC Meter Freestyle),1,6,Girls,15-17,800,Freestyle),800Freestyle),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.6920643290271628
Aimee,15,Trinidad & Tobago,10:01.67,10:11.15,Girls 15-17 800 LC Meter Freestyle),1,7,Girls,15-17,800,Freestyle),800Freestyle),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.57561453953164
Sienna Y,16,Cayman Islands-ZZ,9:53.28,10:20.82,Girls 15-17 800 LC Meter Freestyle),1,8,Girls,15-17,800,Freestyle),800Freestyle),15-17Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-4.641990291262149
Lennox M,14,Cayman Islands-ZZ,16:32.95,17:11.14,Boys 13-14 1500 LC Meter Freestyle,2,1,Boys,13-14,1500,Freestyle,1500Freestyle,13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-3.8461151115363363
Noland A,14,Jamaica,17:32.57,17:18.14,Boys 13-14 1500 LC Meter Freestyle,2,2,Boys,13-14,1500,Freestyle,1500Freestyle,13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.3709301994166505
Gabriel,14,Cayman Islands-ZZ,17:29.90,17:32.91,Boys 13-14 1500 LC Meter Freestyle,2,3,Boys,13-14,1500,Freestyle,1500Freestyle,13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.2866939708543662
Kaylan K,14,Bahamas,18:22.01,17:52.37,Boys 13-14 1500 LC Meter Freestyle,2,4,Boys,13-14,1500,Freestyle,1500Freestyle,13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.689630765601047
Arush,13,Jamaica,18:46.08,17:57.36,Boys 13-14 1500 LC Meter Freestyle,2,5,Boys,13-14,1500,Freestyle,1500Freestyle,13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,4.326513213981247
Mael,14,Martinique,18:34.38,17:59.73,Boys 13-14 1500 LC Meter Freestyle,2,6,Boys,13-14,1500,Freestyle,1500Freestyle,13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,3.1093522855758438
Issac S,14,Bahamas,19:10.62,18:01.01,Boys 13-14 1500 LC Meter Freestyle,2,7,Boys,13-14,1500,Freestyle,1500Freestyle,13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,6.0497818567380985
Mihael,13,Barbados Swim Team,17:57.49,18:05.88,Boys 13-14 1500 LC Meter Freestyle),2,1,Boys,13-14,1500,Freestyle),1500Freestyle),13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.7786615189004167
Cole,14,Virgin Islands Swimming,18:21.49,18:12.58,Boys 13-14 1500 LC Meter Freestyle),2,2,Boys,13-14,1500,Freestyle),1500Freestyle),13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.8089043023540915
Ethan A,14,Aruba,18:47.76,18:38.15,Boys 13-14 1500 LC Meter Freestyle),2,3,Boys,13-14,1500,Freestyle),1500Freestyle),13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.8521316592182646
Teague,14,Virgin Islands Swimming,18:47.55,18:57.66,Boys 13-14 1500 LC Meter Freestyle),2,4,Boys,13-14,1500,Freestyle),1500Freestyle),13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.896634295596659
Zion,14,Trinidad & Tobago,19:32.81,19:13.31,Boys 13-14 1500 LC Meter Freestyle),2,5,Boys,13-14,1500,Freestyle),1500Freestyle),13-14Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.6626734083099566
Dominic W,17,Cayman Islands-ZZ,17:00.31,16:30.72,Boys 15-17 1500 LC Meter Freestyle,2,1,Boys,15-17,1500,Freestyle,1500Freestyle,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.900098989522784
Zachary,17,Trinidad & Tobago,16:56.21,16:44.40,Boys 15-17 1500 LC Meter Freestyle,2,2,Boys,15-17,1500,Freestyle,1500Freestyle,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.1621613642849469
Thomas,17,Bermuda Swim Team,16:57.06,16:48.61,Boys 15-17 1500 LC Meter Freestyle,2,3,Boys,15-17,1500,Freestyle,1500Freestyle,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.8308261066210384
Kaeden,17,Virgin Islands Swimming,17:02.06,16:52.70,Boys 15-17 1500 LC Meter Freestyle,2,4,Boys,15-17,1500,Freestyle,1500Freestyle,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.9157975069956658
Nicolas,17,Martinique,17:27.10,17:05.19,Boys 15-17 1500 LC Meter Freestyle,2,5,Boys,15-17,1500,Freestyle,1500Freestyle,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.0924458026931387
Charles,17,Jamaica,17:10.58,17:20.06,Boys 15-17 1500 LC Meter Freestyle,2,6,Boys,15-17,1500,Freestyle,1500Freestyle,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.9198703642609034
Jayrick A,16,Aruba,17:50.58,17:33.18,Boys 15-17 1500 LC Meter Freestyle,2,7,Boys,15-17,1500,Freestyle,1500Freestyle,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.6252872274841548
Matthew,15,Jamaica,17:43.13,17:33.56,Boys 15-17 1500 LC Meter Freestyle,2,8,Boys,15-17,1500,Freestyle,1500Freestyle,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.9001721332292535
William B,15,Bahamas,18:14.22,17:40.55,Boys 15-17 1500 LC Meter Freestyle,2,9,Boys,15-17,1500,Freestyle,1500Freestyle,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,3.0770777357387065
Lucas,16,Martinique,17:46.41,17:50.72,Boys 15-17 1500 LC Meter Freestyle,2,10,Boys,15-17,1500,Freestyle,1500Freestyle,15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.40415975094006484
Calvin,16,Cayman Islands-ZZ,17:39.55,18:26.74,Boys 15-17 1500 LC Meter Freestyle),2,1,Boys,15-17,1500,Freestyle),1500Freestyle),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-4.4537775470718755
Isaiah,16,Trinidad & Tobago,18:24.59,18:32.01,Boys 15-17 1500 LC Meter Freestyle),2,2,Boys,15-17,1500,Freestyle),1500Freestyle),15-17Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.6717424564770705
Sienna H,12,Bahamas,2:57.35,2:56.46,Girls 11-12 200 LC Meter Breaststroke,3,1,Girls,11-12,200,Breaststroke,200Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.5018325345362201
Isabella I,11,Bahamas,3:00.78,2:58.82,Girls 11-12 200 LC Meter Breaststroke,3,2,Girls,11-12,200,Breaststroke,200Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.084190729062954
Alyssa,12,Suriname,3:06.04,3:05.32,Girls 11-12 200 LC Meter Breaststroke,3,3,Girls,11-12,200,Breaststroke,200Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.387013545474091
Elea,12,Team Guadeloupe,3:06.36,3:06.23,Girls 11-12 200 LC Meter Breaststroke,3,4,Girls,11-12,200,Breaststroke,200Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.06975745868213343
Zalayhar,12,Trinidad & Tobago,3:11.56,3:10.46,Girls 11-12 200 LC Meter Breaststroke,3,5,Girls,11-12,200,Breaststroke,200Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.5742326164126093
Emma,12,Martinique,3:10.65,3:13.16,Girls 11-12 200 LC Meter Breaststroke,3,6,Girls,11-12,200,Breaststroke,200Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.3165486493574565
Chelsy,11,Suriname,3:10.08,3:13.74,Girls 11-12 200 LC Meter Breaststroke,3,7,Girls,11-12,200,Breaststroke,200Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.9255050505050486
Sienna H,12,Bahamas,2:59.42,2:57.35,Girls 11-12 200 LC Meter Breaststroke,3,1,Girls,11-12,200,Breaststroke,200Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,1.153717534277127
Isabella I,11,Bahamas,3:08.14,3:00.78,Girls 11-12 200 LC Meter Breaststroke,3,2,Girls,11-12,200,Breaststroke,200Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,3.911980440097792
Alyssa,12,Suriname,3:06.97,3:06.04,Girls 11-12 200 LC Meter Breaststroke,3,3,Girls,11-12,200,Breaststroke,200Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,0.4974060009627249
Elea,12,Team Guadeloupe,3:13.07,3:06.36,Girls 11-12 200 LC Meter Breaststroke,3,4,Girls,11-12,200,Breaststroke,200Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,3.4754234215569375
Chelsy,11,Suriname,3:09.86,3:10.08,Girls 11-12 200 LC Meter Breaststroke,3,5,Girls,11-12,200,Breaststroke,200Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-0.11587485515643045
Emma,12,Martinique,3:15.05,3:10.65,Girls 11-12 200 LC Meter Breaststroke,3,6,Girls,11-12,200,Breaststroke,200Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,2.2558318379902618
Zalayhar,12,Trinidad & Tobago,3:15.24,3:11.56,Girls 11-12 200 LC Meter Breaststroke,3,7,Girls,11-12,200,Breaststroke,200Breaststroke,11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,1.8848596599057603
Olivia,12,Cayman Islands-ZZ,3:15.66,3:17.21,Girls 11-12 200 LC Meter Breaststroke),3,1,Girls,11-12,200,Breaststroke),200Breaststroke),11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.7921905346008441
Emanuelle,12,Jamaica,3:17.57,3:18.08,Girls 11-12 200 LC Meter Breaststroke),3,2,Girls,11-12,200,Breaststroke),200Breaststroke),11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.25813635673431745
Ra'el,12,Trinidad & Tobago,3:22.67,3:20.91,Girls 11-12 200 LC Meter Breaststroke),3,3,Girls,11-12,200,Breaststroke),200Breaststroke),11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.868406769625509
Lauren,11,Cayman Islands-ZZ,3:21.76,3:24.28,Girls 11-12 200 LC Meter Breaststroke),3,4,Girls,11-12,200,Breaststroke),200Breaststroke),11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.2490087232355325
Alyssa,11,Antigua Barbuda National Team,3:22.86,3:28.72,Girls 11-12 200 LC Meter Breaststroke),3,5,Girls,11-12,200,Breaststroke),200Breaststroke),11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-2.8886917085674773
Belle,12,St Vincent Swim Team,3:13.22,3:38.95,Girls 11-12 200 LC Meter Breaststroke),3,6,Girls,11-12,200,Breaststroke),200Breaststroke),11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-13.31642687092433
Willow,12,Antigua Barbuda National Team,3:51.56,3:41.19,Girls 11-12 200 LC Meter Breaststroke),3,7,Girls,11-12,200,Breaststroke),200Breaststroke),11-12Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,4.478320953532563
Leandro,12,Aruba,2:46.76,2:44.40,Boys 11-12 200 LC Meter Breaststroke,4,1,Boys,11-12,200,Breaststroke,200Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.4152074838090583
Zayron G,12,Aruba,2:48.32,2:45.92,Boys 11-12 200 LC Meter Breaststroke,4,2,Boys,11-12,200,Breaststroke,200Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.4258555133079713
Kione,12,St Vincent Swim Team,2:46.77,2:48.27,Boys 11-12 200 LC Meter Breaststroke,4,3,Boys,11-12,200,Breaststroke,200Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.8994423457456376
Joel,12,Jamaica,2:50.00,2:51.13,Boys 11-12 200 LC Meter Breaststroke,4,4,Boys,11-12,200,Breaststroke,200Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.6647058823529385
Caghry,12,St Vincent Swim Team,2:53.59,2:54.62,Boys 11-12 200 LC Meter Breaststroke,4,5,Boys,11-12,200,Breaststroke,200Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.5933521516216378
Theo,12,Barbados Swim Team,2:59.43,2:56.68,Boys 11-12 200 LC Meter Breaststroke,4,6,Boys,11-12,200,Breaststroke,200Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.5326311096249232
Logan G,11,Bahamas,3:03.75,3:07.01,Boys 11-12 200 LC Meter Breaststroke,4,7,Boys,11-12,200,Breaststroke,200Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.7741496598639408
Nitayo G,12,Bahamas,3:04.86,3:08.46,Boys 11-12 200 LC Meter Breaststroke,4,8,Boys,11-12,200,Breaststroke,200Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.947419668938653
Leandro,12,Aruba,2:43.99,2:46.76,Boys 11-12 200 LC Meter Breaststroke,4,1,Boys,11-12,200,Breaststroke,200Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,-1.689127385816197
Kione,12,St Vincent Swim Team,2:55.35,2:46.77,Boys 11-12 200 LC Meter Breaststroke,4,2,Boys,11-12,200,Breaststroke,200Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,4.893071000855423
Zayron G,12,Aruba,2:48.54,2:48.32,Boys 11-12 200 LC Meter Breaststroke,4,3,Boys,11-12,200,Breaststroke,200Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,0.13053281120208787
Joel,12,Jamaica,2:59.88,2:50.00,Boys 11-12 200 LC Meter Breaststroke,4,4,Boys,11-12,200,Breaststroke,200Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,5.492550589281741
Caghry,12,St Vincent Swim Team,3:00.96,2:53.59,Boys 11-12 200 LC Meter Breaststroke,4,5,Boys,11-12,200,Breaststroke,200Breaststroke,11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,4.072723253757739
Theo,12,Barbados Swim Team,3:02.05,2:59.43,Boys 11-12 200 LC Meter Breaststroke),4,1,Boys,11-12,200,Breaststroke),200Breaststroke),11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,1.4391650645427105
Logan G,11,Bahamas,3:08.37,3:03.75,Boys 11-12 200 LC Meter Breaststroke),4,2,Boys,11-12,200,Breaststroke),200Breaststroke),11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.452619843924194
Nitayo G,12,Bahamas,3:10.79,3:04.86,Boys 11-12 200 LC Meter Breaststroke),4,3,Boys,11-12,200,Breaststroke),200Breaststroke),11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,3.108129356884522
Elihu,12,Trinidad & Tobago,3:12.74,3:06.38,Boys 11-12 200 LC Meter Breaststroke),4,4,Boys,11-12,200,Breaststroke),200Breaststroke),11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,3.2997820898619974
Taylan,11,Trinidad & Tobago,3:07.95,3:06.98,Boys 11-12 200 LC Meter Breaststroke),4,5,Boys,11-12,200,Breaststroke),200Breaststroke),11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.5160947060388396
Will P,12,Cayman Islands-ZZ,3:05.01,3:08.29,Boys 11-12 200 LC Meter Breaststroke),4,6,Boys,11-12,200,Breaststroke),200Breaststroke),11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.7728771417761209
Nathanael,12,Martinique,3:18.05,3:10.67,Boys 11-12 200 LC Meter Breaststroke),4,7,Boys,11-12,200,Breaststroke),200Breaststroke),11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,3.7263317344105142
Issac,12,Turks And Caicos Islands,3:23.40,3:18.28,Boys 11-12 200 LC Meter Breaststroke),4,8,Boys,11-12,200,Breaststroke),200Breaststroke),11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.5172074729596874
Nickarie,12,Cayman Islands-ZZ,3:04.78,3:20.60,Boys 11-12 200 LC Meter Breaststroke),4,9,Boys,11-12,200,Breaststroke),200Breaststroke),11-12Boys,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-8.561532633401878
Isabella K,13,Bahamas,2:51.40,2:51.69,Girls 13-14 200 LC Meter Breaststroke,5,1,Girls,13-14,200,Breaststroke,200Breaststroke,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.16919486581096382
Kimaya S,14,Bahamas,2:53.52,2:54.13,Girls 13-14 200 LC Meter Breaststroke,5,2,Girls,13-14,200,Breaststroke,200Breaststroke,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.3515444905486314
Raegan,14,Trinidad & Tobago,3:01.32,2:55.85,Girls 13-14 200 LC Meter Breaststroke,5,3,Girls,13-14,200,Breaststroke,200Breaststroke,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,3.0167659386719605
Kristin,14,Grenada National Swim Team,2:57.49,2:56.26,Girls 13-14 200 LC Meter Breaststroke,5,4,Girls,13-14,200,Breaststroke,200Breaststroke,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,0.692996788551478
Lucy,14,Cayman Islands-ZZ,2:55.49,2:57.07,Girls 13-14 200 LC Meter Breaststroke,5,5,Girls,13-14,200,Breaststroke,200Breaststroke,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-0.9003362014929535
Breanna,14,Trinidad & Tobago,3:03.89,2:58.75,Girls 13-14 200 LC Meter Breaststroke,5,6,Girls,13-14,200,Breaststroke,200Breaststroke,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,2.7951492740225063
Kia,13,Jamaica,2:58.62,3:01.20,Girls 13-14 200 LC Meter Breaststroke,5,7,Girls,13-14,200,Breaststroke,200Breaststroke,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-1.4444071212630074
Saniya,13,Barbados Swim Team,3:00.69,3:05.09,Girls 13-14 200 LC Meter Breaststroke,5,8,Girls,13-14,200,Breaststroke,200Breaststroke,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Finals,-2.4351098566605818
Isabella K,13,Bahamas,2:53.57,2:51.40,Girls 13-14 200 LC Meter Breaststroke,5,1,Girls,13-14,200,Breaststroke,200Breaststroke,13-14Girls,XXXVIII Carifta 2025 Aquatic Championships - 19/04/2025 to 22/04/2025,Prelims,1.2502160511609077
